max-x0,max-y0,min-x0,min-y0,mean-x0,mean-y0,median-x0,median-y0,mode-x0,mode-y0,stdv-x0,stdv-y0,peaktopeak-x0,peaktopeak-y0,interquart-x0,interquart-y0,kurtosis-x0,kurtosis-y0,max-x11,max-y11,min-x11,min-y11,mean-x11,mean-y11,median-x11,median-y11,mode-x11,mode-y11,stdv-x11,stdv-y11,peaktopeak-x11,peaktopeak-y11,interquart-x11,interquart-y11,kurtosis-x11,kurtosis-y11,max-x12,max-y12,min-x12,min-y12,mean-x12,mean-y12,median-x12,median-y12,mode-x12,mode-y12,stdv-x12,stdv-y12,peaktopeak-x12,peaktopeak-y12,interquart-x12,interquart-y12,kurtosis-x12,kurtosis-y12,max-x16,max-y16,min-x16,min-y16,mean-x16,mean-y16,median-x16,median-y16,mode-x16,mode-y16,stdv-x16,stdv-y16,peaktopeak-x16,peaktopeak-y16,interquart-x16,interquart-y16,kurtosis-x16,kurtosis-y16,label
0.5191386938095093,0.26256081461906433,0.5150976777076721,0.24209298193454742,0.5165367091403288,0.2527395215104608,0.516452431678772,0.25203582644462585,0.5191386938095093,0.24209298193454742,0.0012155952404870063,0.005018526664190634,0.004041016101837158,0.020467832684516907,0.0019203424453735352,0.0007431507110595703,-0.5134527260451636,0.3652641726367105,0.7029967904090881,0.5790857672691345,0.693294882774353,0.5779802203178406,0.7007375184227439,0.5786938737420475,0.7020938396453857,0.5789190530776978,0.693294882774353,0.5779802203178406,0.002731454639143996,0.00037853703477314196,0.009701907634735107,0.0011055469512939453,0.003364086151123047,0.0006964206695556641,1.2275224169662415,-1.2593604496786612,0.3857630491256714,0.5913835167884827,0.3835362195968628,0.5765542984008789,0.38511228736709147,0.5877985673792222,0.38556256890296936,0.5789190530776978,0.3835362195968628,0.5765542984008789,0.000695555003203646,0.00373087713416165,0.0022268295288085938,0.01482921838760376,0.0012340247631072998,0.0034758448600769043,-0.6583539110570968,2.9041558385434882,0.2898638844490051,1.0912364721298218,-0.008216401562094688,0.9007574319839478,0.04662910066818928,0.9446790849461275,0.024487128481268883,0.9242576360702515,0.2898638844490051,1.0912364721298218,0.0711657777774193,0.04880310336535189,0.2980802860110998,0.19047904014587402,0.058896166272461414,0.06217038631439209,6.182260710271439,2.6714662557228532,Good
0.5054051876068115,0.33566778898239136,0.49420204758644104,0.3031046986579895,0.49659546683816347,0.3253122918746051,0.4953104853630066,0.3265528976917267,0.5054051876068115,0.3031046986579895,0.0030545142789663833,0.009433502070946861,0.011203140020370483,0.032563090324401855,0.0025420784950256348,0.0119687020778656,2.271140364781388,0.26176045672971915,0.690171480178833,0.6620309948921204,0.6723893284797668,0.6411256790161133,0.6778728926883024,0.6571227452334236,0.6762138605117798,0.6586080193519592,0.690171480178833,0.6411256790161133,0.005180928939833622,0.004783078639245934,0.017782151699066162,0.02090531587600708,0.007995665073394775,0.002059638500213623,-0.1037036697351077,5.638831823895783,0.3577728867530823,0.6529780626296997,0.34309330582618713,0.6315787434577942,0.34628963470458984,0.6490732080796185,0.3452410399913788,0.6586080193519592,0.3577728867530823,0.6315787434577942,0.003581735776692464,0.005379765501499336,0.014679580926895142,0.021399319171905518,0.0030712783336639404,0.003082573413848877,4.285549020215434,4.7894145772308345,0.34319931268692017,1.4637079238891602,0.30709847807884216,1.3704214096069336,0.3321205272394068,1.4433659876094145,0.3340882956981659,1.4553192853927612,0.30709847807884216,1.3704214096069336,0.008609668628016974,0.026884708390747934,0.036100834608078,0.09328651428222656,0.00707051157951355,0.01411592960357666,2.2849075125126594,1.3851200908429657,Good
0.49666303396224976,0.34200555086135864,0.4962415099143982,0.33532342314720154,0.496570158463258,0.3384586710196275,0.4966055154800415,0.33844321966171265,0.49644023180007935,0.33552414178848267,0.00011211960294843103,0.002757898340413222,0.0004215240478515625,0.0066821277141571045,2.9146671295166016e-05,0.0057385265827178955,3.8943367871103796,-1.587663495589909,0.6728472113609314,0.6617885828018188,0.6721635460853577,0.6595057249069214,0.6725766979731046,0.6611789831748376,0.6726240515708923,0.6613971590995789,0.6728354692459106,0.6595057249069214,0.0002606972201559064,0.0007147155001085299,0.0006836652755737305,0.002282857894897461,0.00048297643661499023,0.00023561716079711914,-1.2609600380750114,1.1936137896891141,0.3440854847431183,0.6530015468597412,0.3419106602668762,0.652070939540863,0.34263060413874113,0.6524372284228985,0.34206250309944153,0.6613971590995789,0.3440854847431183,0.652164101600647,0.0008134879861776137,0.0003295917682123684,0.0021748244762420654,0.0009306073188781738,0.0015084445476531982,0.00047701597213745117,-1.196443436035279,-1.0011183996985684,0.3408757746219635,1.4635342359542847,0.3312268555164337,1.4507520198822021,0.33516621360412013,1.4581819039124708,0.3340804874897003,1.4591789245605469,0.3400362432003021,1.4536534547805786,0.003928529875046651,0.004487006891762643,0.009648919105529785,0.01278221607208252,0.008387893438339233,0.006888985633850098,-1.4983857708437984,-1.152567663461258,Good
0.5306349396705627,0.3120637536048889,0.5198327302932739,0.2826598882675171,0.5286868597779956,0.2887225853545325,0.5292757451534271,0.2845078110694885,0.5198327302932739,0.3120637536048889,0.0026623740541612787,0.008642800175638964,0.010802209377288818,0.029403865337371826,0.0011034756898880005,0.008208848536014557,7.186349437572272,1.8228145384224215,0.6848651766777039,0.6060715913772583,0.6774704456329346,0.5792667865753174,0.683753775698798,0.5864807367324829,0.6844618916511536,0.5840352773666382,0.6774704456329346,0.6060715913772583,0.002061901930587257,0.007330896861377312,0.007394731044769287,0.026804804801940918,0.000730365514755249,0.003957405686378479,4.428177803874052,1.6757839664356995,0.39096134901046753,0.5924248099327087,0.36929285526275635,0.5785001516342163,0.38619047829083036,0.582720799105508,0.38777191936969757,0.5840352773666382,0.36929285526275635,0.5924248099327087,0.005537808239861156,0.0031569256513041682,0.02166849374771118,0.013924658298492432,0.0022310614585876465,0.0020070672035217285,4.405165465808683,4.696728888787906,0.3676653206348419,1.2417153120040894,0.334319531917572,0.6673002243041992,0.3572994726044791,0.7941747520651136,0.359050989151001,0.7064950168132782,0.334319531917572,1.2417153120040894,0.010736214885880543,0.18121567653889156,0.0333457887172699,0.5744150876998901,0.013091415166854858,0.09037341177463531,-0.25652926886599214,0.9067612603245352,Good
0.5252453684806824,0.2644507884979248,0.5094852447509766,0.23940400779247284,0.5127348251964735,0.24687011280785437,0.5118115544319153,0.24512982368469238,0.5252453684806824,0.2644507884979248,0.0037709452814967703,0.0070669464456783165,0.01576012372970581,0.025046780705451965,0.0017820000648498535,0.011422120034694672,3.8884794882217246,-0.27522630869513964,0.6987906098365784,0.5808451175689697,0.6865996718406677,0.5786101818084717,0.6961447829785554,0.5794056006099867,0.6975682377815247,0.5791018605232239,0.6865996718406677,0.5801170468330383,0.003306635530666312,0.0006715399646566679,0.012190937995910645,0.002234935760498047,0.0028219521045684814,0.0008389651775360107,1.513742111015973,-0.6288655212202876,0.3874964118003845,0.587352991104126,0.3860298693180084,0.5816867351531982,0.38651531027710956,0.5852816027143727,0.3863052725791931,0.5791018605232239,0.3874964118003845,0.5816867351531982,0.00047490895350806576,0.0016148634085176856,0.0014665424823760986,0.005666255950927734,0.0007551759481430054,0.0027513504028320312,-0.8041431104443375,-0.8317386387411831,0.3447463810443878,1.074380874633789,0.08985451608896255,0.9574055075645447,0.15439078665297964,1.042062399180039,0.1269731968641281,1.0463318824768066,0.3447463810443878,0.9574055075645447,0.07425218627164076,0.021772258667547006,0.25489186495542526,0.11697536706924438,0.07620111107826233,0.007942676544189453,0.7644137756313332,8.28033954308526,Good
0.5105390548706055,0.2520672380924225,0.5054904818534851,0.2482086718082428,0.5068179418643316,0.24875738844275475,0.5056887865066528,0.2483939751982689,0.5105390548706055,0.2520672380924225,0.0018399591214192975,0.0010877315356926187,0.005048573017120361,0.0038585662841796875,0.002358749508857727,0.00016093626618385315,-0.4198995344935299,5.537154078077522,0.6880062818527222,0.5799955725669861,0.6778049468994141,0.5792509913444519,0.6800698190927505,0.5795661757389704,0.6796132922172546,0.5795658528804779,0.6880062818527222,0.579900860786438,0.002589821122498559,0.00021982714198269388,0.010201334953308105,0.0007445812225341797,0.0003741830587387085,0.00018963217735290527,5.829296809489623,-0.3140882567807859,0.3827289342880249,0.5787376761436462,0.3780342936515808,0.5668188333511353,0.3790428290764491,0.5714840392271677,0.37883028388023376,0.5795658528804779,0.3827289342880249,0.5787376761436462,0.0012230125145265972,0.0037604041218603284,0.004694640636444092,0.011918842792510986,0.0005969777703285217,0.004338622093200684,5.275448169200249,-0.6370783121046846,0.27755215764045715,1.0868256092071533,0.08407704532146454,0.7284116148948669,0.1953636116037766,0.9168066829442978,0.20855507999658585,0.9675931334495544,0.08407704532146454,0.9754164814949036,0.055776007853105894,0.12545326992209319,0.19347511231899261,0.3584139943122864,0.07035895064473152,0.17522402107715607,-0.5076569921724574,-1.3395577215770302,Good
0.5063651204109192,0.2675643563270569,0.5056654214859009,0.24869827926158905,0.5059228092432022,0.26144564772645634,0.5059457719326019,0.26372259855270386,0.5056654214859009,0.24869827926158905,0.0002122889617894839,0.005809257709184391,0.0006996989250183105,0.018866077065467834,0.000309869647026062,0.007016308605670929,-0.5050193865540331,-0.12233130141231197,0.6627403497695923,0.5322770476341248,0.6533451080322266,0.510120153427124,0.6564333240191141,0.5183103581269582,0.6552826166152954,0.5165607929229736,0.6627403497695923,0.5322770476341248,0.0033055070370974185,0.00812973144846924,0.009395241737365723,0.022156894207000732,0.0056951045989990234,0.012350484728813171,-0.9448837474338161,-1.041092875329295,0.3764008581638336,0.5248012542724609,0.3745369613170624,0.5064805150032043,0.37498050183057785,0.5117327223221461,0.3746946156024933,0.5165607929229736,0.3764008581638336,0.5248012542724609,0.0006137385855660861,0.005533835781712219,0.0018638968467712402,0.018320739269256592,0.0007119253277778625,0.003122106194496155,0.44938129311344266,0.7763005054809531,0.31467658281326294,1.1572322845458984,0.29182979464530945,1.119749903678894,0.30443667620420456,1.1286122798919678,0.30485087633132935,1.1229153871536255,0.30214256048202515,1.1479119062423706,0.006824398600964269,0.01205439564073391,0.02284678816795349,0.037482380867004395,0.007143452763557434,0.007372379302978516,-0.5355936330021605,0.9044368116574226,Good
0.4861520230770111,0.30712538957595825,0.47584667801856995,0.290962278842926,0.47892506683574004,0.3030290778945474,0.4790196716785431,0.30582576990127563,0.4861520230770111,0.290962278842926,0.002250157742653722,0.004838731532087991,0.010305345058441162,0.016163110733032227,0.0021796226501464844,0.005247324705123901,4.443352732465672,0.3089753950455245,0.6900724172592163,0.6117975115776062,0.675257682800293,0.5807298421859741,0.687339095508351,0.6065669094814974,0.6884849071502686,0.6079522967338562,0.675257682800293,0.5807298421859741,0.0038305088389889654,0.007003532407324017,0.01481473445892334,0.03106766939163208,0.0007836222648620605,0.0024361610412597656,4.147472783132911,9.358842868034982,0.3321528434753418,0.642606258392334,0.3176107704639435,0.6022190451622009,0.3195798835333656,0.6361945481861339,0.31862109899520874,0.6079522967338562,0.3321528434753418,0.6022190451622009,0.0033278926708360393,0.00963675927476963,0.014542073011398315,0.04038721323013306,0.0009657442569732666,0.0035037994384765625,10.550905627039219,7.383623087581734,0.28825613856315613,1.3590490818023682,0.19457201659679413,1.269770622253418,0.2331517584183637,1.3319838327520035,0.23619692027568817,1.33991539478302,0.28825613856315613,1.269770622253418,0.02582636191951664,0.020468223152498858,0.093684121966362,0.0892784595489502,0.02344144880771637,0.017300724983215332,-0.27924515117009197,3.0738555529396274,Good
0.5079734921455383,0.2977032959461212,0.49963638186454773,0.2746351659297943,0.5067239014001993,0.2872376052232889,0.507484495639801,0.28816795349121094,0.49963638186454773,0.2977032959461212,0.002212261031715001,0.008394116453755424,0.0083371102809906,0.023068130016326904,0.0006104707717895508,0.014132469892501831,6.5414648327623794,-1.3165554318932757,0.6683262586593628,0.6147164106369019,0.6582921743392944,0.6093682050704956,0.6602840469433711,0.6134977524097149,0.659241259098053,0.6139059066772461,0.6683262586593628,0.6093682050704956,0.0026769260627655953,0.0014352480976177738,0.01003408432006836,0.00534820556640625,0.00038760900497436523,0.00046378374099731445,4.497475404268085,3.4191772432980265,0.35424020886421204,0.63436359167099,0.3374176323413849,0.6218862533569336,0.35098132491111755,0.6240950226783752,0.352576345205307,0.6139059066772461,0.3374176323413849,0.63436359167099,0.004599108682311296,0.003498714782577728,0.01682257652282715,0.012477338314056396,0.000881195068359375,0.0006999969482421875,4.013437631063381,3.9381858082567103,0.3586650490760803,1.3805341720581055,0.3035443425178528,1.362165927886963,0.3376585795329167,1.373066966350262,0.35011711716651917,1.374390959739685,0.3113415539264679,1.3643460273742676,0.021600229282418646,0.006267392648397408,0.05512070655822754,0.018368244171142578,0.04274642467498779,0.009064078330993652,-1.363075498678531,-1.1397225833091889,Good
0.5044458508491516,0.3144471049308777,0.4968389570713043,0.30754658579826355,0.5007473472505808,0.3125381600111723,0.5003900825977325,0.3134074807167053,0.5044458508491516,0.30754658579826355,0.0025067850661393038,0.0021804041341702313,0.00760689377784729,0.006900519132614136,0.004564695060253143,0.0033346638083457947,-1.4445271771882109,-0.3436759049563234,0.704633355140686,0.6739903688430786,0.6910114288330078,0.6459699869155884,0.7025899104773998,0.6672308668494225,0.7035092115402222,0.6699852347373962,0.6910114288330078,0.6459699869155884,0.003314210087205871,0.007911856115319697,0.013621926307678223,0.028020381927490234,0.0021890997886657715,0.010376021265983582,7.653353736183879,1.1707421742422506,0.3342212438583374,0.6628932356834412,0.32260531187057495,0.6520812511444092,0.32516700588166714,0.6603169403970242,0.32352781295776367,0.6699852347373962,0.3342212438583374,0.6520812511444092,0.0032847280935412206,0.002470068003839852,0.011615931987762451,0.010811984539031982,0.003828763961791992,0.0014021098613739014,1.6123774053506157,5.978301792153546,0.28726959228515625,1.5080822706222534,0.24357415735721588,1.417533040046692,0.2537406189367175,1.467156633734703,0.24961712956428528,1.4823821783065796,0.28726959228515625,1.417533040046692,0.011000415994749529,0.029175270159584873,0.04369543492794037,0.09054923057556152,0.008841138333082199,0.04779183864593506,3.4063317308031458,-1.3616615518742763,Good
